duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
312731959,49954166378,0,1783284741630895131,2500000,2500000,375.352318,0.000000,0.000000,3224.000000,936176971.000000,348671617.000000,87437941.000000,11750122.000000,107027161.000000,28351804.000000,14646431.000000,204189.000000
312033112,49954166378,0,1783284742533222866,2500000,2500000,374.743554,0.000000,0.000000,3224.000000,934658475.000000,348672377.000000,87438213.000000,11743402.000000,107027412.000000,28373698.000000,14487406.000000,199571.000000
313011661,49954166378,0,1783284743425025113,2500000,2500000,375.628561,0.000000,0.000000,3224.000000,936865233.000000,348670095.000000,87437678.000000,11756463.000000,107026794.000000,28363813.000000,14603150.000000,203790.000000
311568235,49954166378,0,1783284744304124405,2500000,2500000,373.996751,0.000000,0.000000,3224.000000,932796643.000000,348671016.000000,87437808.000000,11746267.000000,107026983.000000,28351173.000000,14532833.000000,193213.000000
316655203,49954166378,0,1783284745187720548,2500000,2500000,379.654176,0.000000,0.000000,3224.000000,946907614.000000,348673226.000000,87438257.000000,11759181.000000,107027573.000000,28416244.000000,15397834.000000,201913.000000
314369552,49954166378,0,1783284746113967926,2500000,2500000,377.749882,0.000000,0.000000,3224.000000,942156538.000000,348670217.000000,87437680.000000,11760809.000000,107026812.000000,28382770.000000,15014881.000000,188761.000000
311367453,49954166378,0,1783284746997069957,2500000,2500000,373.746101,0.000000,0.000000,3224.000000,932171340.000000,348670804.000000,87437820.000000,11759448.000000,107026978.000000,28336176.000000,14414670.000000,198008.000000
311996281,49954166378,0,1783284747906551078,2500000,2500000,374.459092,0.000000,0.000000,3224.000000,933949687.000000,348672301.000000,87438065.000000,11760695.000000,107027383.000000,28375486.000000,14471464.000000,193047.000000
312457173,49954166378,0,1783284748790365464,2500000,2500000,374.983715,0.000000,0.000000,3224.000000,935257279.000000,348669539.000000,87437564.000000,11751929.000000,107026631.000000,28317111.000000,14699407.000000,193506.000000
312340961,49954166378,0,1783284749716704958,2500000,2500000,374.439764,1.000000,0.000000,3225.000000,933839160.000000,348682163.000000,87440262.000000,11764710.000000,107030111.000000,29077230.000000,15120741.000000,185854.000000
313464757,49954166378,0,1783284750613304541,2500000,2500000,376.168350,0.000000,0.000000,3224.000000,938213643.000000,348669900.000000,87437623.000000,11751573.000000,107026823.000000,28389370.000000,14616988.000000,212329.000000
312352728,49954166378,0,1783284751518439904,2500000,2500000,374.988699,0.000000,0.000000,3224.000000,935269958.000000,348669893.000000,87437576.000000,11747440.000000,107026758.000000,28374442.000000,14594347.000000,190954.000000
313740687,49954166378,0,1783284752415780820,2500000,2500000,376.473497,0.000000,0.000000,3224.000000,938972537.000000,348669673.000000,87437589.000000,11764565.000000,107026742.000000,28382168.000000,14810624.000000,203480.000000
